"Sentence Nr";"Human translated sentence";"First machine translated sentence";"First machine translated sentence bleu score"
"783";"it could not be made possible to stop the leakage of question paper .";"দ্বিতীয় জিনিসটা লক্ষ মানুষ তাদের প্রাণ অপেক্ষা হয় না।";"1.367744"
"784";"rather , some questions have been leaked by announcement in advance .";"ভারী পাতা জন্য অনুবাদ করতে যান।";"1.492983"
"785";"education secretary has accepted the inability this time .";"রাতটা কুয়াশার জন্য এই কাপ কার ?";"2.467579"
"786";"two high level committees have been formed , hoping that this committee will provide a clear path to the next course of action .";"ভারী পাতা ইংরাজি অনুবাদ করতে আমার একদমই মেনে নেয় না যে নি।";"0.622912"
"787";"but the examination question leaks are not new this year , it's been going on for a long time .";"ভারী কুয়াশার জন্য অনুবাদ করতে তাহলে তাদের প্রাণ ছোড়া উচিৎ একজন।";"0.826822"
"788";"sometimes the education ministry has admitted that , most of the time has been saved by refusing .";"রাতটা কুয়াশার জন্য একজনকেও দেখা যাচ্ছিলো দুটোই তাহলে আর এক কাপ কফি নিয়ে আসবেন।";"1.067037"
"789";"actually the failure to prevent leakage of question papers is not a casualty .";"রাতটা কুয়াশার মানুষ তাদের প্রথম ভাষা কখনই মেনে";"1.304298"
"790";"there is also a continuation of failure in many achievements in education .";"জীবনে হচ্ছে উতরাই চড়াই আছে।";"1.078347"
"791";"once upon a time the education minister announced the closure of the note-guide book , but they were not closed .";"ভুমিকম্প আর কয়েকদিন এসেছিলো , তাই আর পশ্চিম জন বিয়ে করেছে তখন তাকে দেখে বেশ পড়ল।";"1.789235"
"792";"coaching centers and tutorials are still being carried out despite illegal declaration of them .";"ভারী কুয়াশার জন্য অনুবাদ করতে যান।";"0.905540"
"793";"once upon a time , our public examinations were full of copying , only that came under control , and its achievement will be given to the state minister for education ehsanul haque milon .";"যখন সপ্তাহে আর যাবেন আর ব্যাঙ্কের কাছ জন্য কটায় ছাড়ে ?";"0.211442"
"794";"we do not forget that under the leadership of education minister nurul islam nahid , there has been a lot of groundbreaking work in the present government .";"এই সপ্তাহে সেই জন্য বিরক্ত চুল করি না।";"0.226653"
"795";"about 100 percent of children are enrolled in primary schools .";"প্রায় প্রায় প্রায় থাকে তাদের প্রাণ ছোড়া হয়েছেন।";"1.897742"
"796";"textbooks are being provided free of cost to the students of all schools every year .";"রাতটা কুয়াশার লক্ষ মানুষ তাদের প্রাণ হারিয়েছিলেন।";"0.907772"
"797";"by increasing every year the number has reached 36 crore books this year .";"রাতটা শুনবেন , আমাদের জন্য দু কাপ চা আর এক কাপ কফি নিয়ে আসবেন।";"1.419919"
"798";"book text and print-binding are improving .";"ফ্রিজে আটটার নটার সালে সমাপ্ত হয়।";"3.435318"
